ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1196459776,2026-02-03T13:11:33.466000,2026-02-03T13:11:43.198000,sell,0.05,0.05,XAUUSDm,4917.847,4917.787,,,0,0,0.3,,,user
1196453340,2026-02-03T13:10:01.165000,2026-02-03T13:10:19.646000,sell,0.05,0.05,XAUUSDm,4926.488,4924.0199999999995,,,0,0,12.34,,,user
1196056877,2026-02-03T11:08:11.969000,2026-02-03T11:10:19.719000,sell,0.05,0.05,XAUUSDm,4909.933,4907.913,4916,4900,0,0,10.1,,,user
1196026011,2026-02-03T11:01:10.533000,2026-02-03T11:01:19.276000,sell,0.05,0.05,XAUUSDm,4896.615,4897.471,,,0,0,-4.28,,,user
1195952332,2026-02-03T10:56:59.527000,2026-02-03T10:57:19.092000,sell,0.05,0.05,XAUUSDm,4912,4908.047,4918,4900,0,0,19.76,,,user
1195959918,2026-02-03T10:32:16.835000,2026-02-03T10:32:43.691000,sell,0.05,0.05,XAUUSDm,4920.397,4920.401,,,0,0,-0.02,,,user
1195931366,2026-02-03T10:18:39.155000,2026-02-03T10:24:24.169000,buy,0.05,0.05,XAUUSDm,4917.309,4918.744,4908,,0,0,7.17,,,user
1195777631,2026-02-03T09:24:28.651000,2026-02-03T09:25:08.108000,sell,0.05,0.05,XAUUSDm,4904.885,4903.394,,4898,0,0,7.46,,,user
1195765030,2026-02-03T09:20:23.854000,2026-02-03T09:20:48.929000,sell,0.05,0.05,XAUUSDm,4906.231,4905.747,,,0,0,2.42,,,user
1195725340,2026-02-03T09:07:56.500000,2026-02-03T09:10:35.194000,sell,0.05,0.05,XAUUSDm,4919.363,4914.409,4925.219,,0,0,24.77,,,user
1195715164,2026-02-03T09:04:32.928000,2026-02-03T09:05:10.186000,buy,0.05,0.05,XAUUSDm,4909.84,4914.885,,,0,0,25.23,,,user
1195713256,2026-02-03T09:03:46.999000,2026-02-03T09:04:27.347000,sell,0.05,0.05,XAUUSDm,4911.423,4910.987,,,0,0,2.18,,,user
1195696629,2026-02-03T09:00:00.831000,2026-02-03T09:01:29.260000,sell,0.05,0.05,XAUUSDm,4914.445,4923,4923,,0,0,-42.77,,,sl
1195644285,2026-02-03T08:42:12.861000,2026-02-03T08:44:43.953000,sell,0.05,0.05,XAUUSDm,4942.404,4936.1669999999995,,,0,0,31.18,,,user
1195634277,2026-02-03T08:39:21.491000,2026-02-03T08:44:43.399000,sell,0.05,0.05,XAUUSDm,4931.484,4936.094,,4917,0,0,-23.05,,,user
1195608846,2026-02-03T08:26:57.475000,2026-02-03T08:27:40.234000,sell,0.05,0.05,XAUUSDm,4938.143,4937.135,4944,,0,0,5.04,,,user
1195601653,2026-02-03T08:24:06.981000,2026-02-03T08:24:28.942000,sell,0.05,0.05,XAUUSDm,4939.015,4936.4619999999995,,,0,0,12.77,,,user
1195598312,2026-02-03T08:23:20.972000,2026-02-03T08:23:41.181000,buy,0.05,0.05,XAUUSDm,4935.286,4935.573,,,0,0,1.44,,,user
1195575106,2026-02-03T08:16:46.457000,2026-02-03T08:17:15.317000,sell,0.05,0.05,XAUUSDm,4936.046,4933.205,,,0,0,14.2,,,user
1195532791,2026-02-03T08:06:08.484000,2026-02-03T08:07:17.523000,buy,0.05,0.05,XAUUSDm,4902.05,4905.901,,,0,0,19.26,,,user
1195503880,2026-02-03T07:59:04.802000,2026-02-03T07:59:21.432000,sell,0.05,0.05,XAUUSDm,4922.09,4918.17,,,0,0,19.6,,,user
1195359191,2026-02-03T07:15:34.234000,2026-02-03T07:18:57.636000,sell,0.02,0.02,XAUUSDm,4888.153,4884.329,,,0,0,7.65,,,user
1195355766,2026-02-03T07:14:47.417000,2026-02-03T07:15:24.860000,sell,0.05,0.05,XAUUSDm,4889.351,4888.564,,,0,0,3.94,,,user
1195336132,2026-02-03T07:05:26.096000,2026-02-03T07:07:11.173000,sell,0.05,0.05,XAUUSDm,4888.695,4882.62,,,0,0,30.38,,,user
1195328144,2026-02-03T07:02:40.319000,2026-02-03T07:07:11.153000,sell,0.05,0.05,XAUUSDm,4879.946,4882.62,,,0,0,-13.37,,,user
1195306498,2026-02-03T06:55:59.614000,2026-02-03T06:56:12.395000,sell,0.05,0.05,XAUUSDm,4880.21,4876.894,,,0,0,16.58,,,user
1195295924,2026-02-03T06:52:50.056000,2026-02-03T06:54:24.701000,sell,0.05,0.05,XAUUSDm,4879.028,4872.937,,,0,0,30.45,,,user
1195293087,2026-02-03T06:52:07.094000,2026-02-03T06:52:30.842000,buy,0.05,0.05,XAUUSDm,4878.177,4879.34,,,0,0,5.81,,,user
1195261291,2026-02-03T06:44:20.462000,2026-02-03T06:48:52.319000,sell,0.05,0.05,XAUUSDm,4890.014,4886.303,4898,4876,0,0,18.55,,,user
1195252637,2026-02-03T06:41:43.242000,2026-02-03T06:44:05.682000,buy,0.05,0.05,XAUUSDm,4893.161,4890.059,,,0,0,-15.51,,,user
1195247451,2026-02-03T06:41:07.363000,2026-02-03T06:41:34.520000,sell,0.05,0.05,XAUUSDm,4883.27,4891.992,4891.992,,0,0,-43.61,,,sl
1195241929,2026-02-03T06:40:27.140000,2026-02-03T06:40:51.366000,sell,0.05,0.05,XAUUSDm,4874.277,4884.295999999999,4883,,0,0,-50.09,,,sl
1195159071,2026-02-03T06:17:21.638000,2026-02-03T06:19:22.866000,sell,0.05,0.05,XAUUSDm,4848.608,4850.424,,,0,0,-9.08,,,user
1195166446,2026-02-03T06:19:14.126000,2026-02-03T06:19:22.801000,sell,0.05,0.05,XAUUSDm,4853.991,4850.424,,,0,0,17.84,,,user
1195108124,2026-02-03T06:00:13.854000,2026-02-03T06:01:04.976000,sell,0.05,0.05,XAUUSDm,4827.032,4818.3769999999995,,,0,0,43.27,,,user
1195105137,2026-02-03T05:59:05.113000,2026-02-03T06:01:04.527000,sell,0.05,0.05,XAUUSDm,4821.219,4818.652,,,0,0,12.84,,,user
1195105704,2026-02-03T05:59:18.870000,2026-02-03T06:01:04.212000,sell,0.05,0.05,XAUUSDm,4822.938,4817.974,,,0,0,24.82,,,user
1195103242,2026-02-03T05:58:14.043000,2026-02-03T05:58:44.114000,sell,0.05,0.05,XAUUSDm,4823.24,4822.076,,,0,0,5.82,,,user
1195100135,2026-02-03T05:56:45.106000,2026-02-03T05:57:29.958000,sell,0.05,0.05,XAUUSDm,4828.683,4824.994,,,0,0,18.45,,,user
1195082072,2026-02-03T05:48:43.277000,2026-02-03T05:56:36.396000,sell,0.05,0.05,XAUUSDm,4826.879,4828.642,,4813,0,0,-8.81,,,user
1195062027,2026-02-03T05:41:50.678000,2026-02-03T05:43:19.762000,sell,0.05,0.05,XAUUSDm,4825.835,4823.787,,,0,0,10.24,,,user
