ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1189941067,2026-02-02T01:12:57.120000,2026-02-02T01:15:15.891000,buy,0.02,0.02,XAUUSDm,4596.679,4645.9710000000005,,,0,0,98.58,,,user
1189900453,2026-02-02T01:07:00.921000,2026-02-02T01:15:15.891000,buy,0.02,0.02,XAUUSDm,4746.041,4645.9710000000005,,,0,0,-200.14,,,user
1189883195,2026-02-02T01:02:39.648000,2026-02-02T01:02:49.606000,buy,0.11,0.11,XAUUSDm,4770.306,4774.268,,,0,0,43.58,,,user
1189830847,2026-02-02T00:47:53.008000,2026-02-02T00:49:58.569000,buy,0.11,0.11,XAUUSDm,4788.112,4797.34,4770,4818,0,0,101.51,,,user
1189825293,2026-02-02T00:46:31.557000,2026-02-02T00:47:38.016000,buy,0.11,0.11,XAUUSDm,4801.568,4785.4310000000005,4788,,0,0,-177.51,,,sl
1189803422,2026-02-02T00:41:58.457000,2026-02-02T00:42:19.416000,sell,0.11,0.11,XAUUSDm,4838.578,4829.104,,,0,0,104.22,,,user
1189794211,2026-02-02T00:37:08.625000,2026-02-02T00:42:19.413000,sell,0.11,0.11,XAUUSDm,4829.113,4829.104,4842,4814,0,0,0.1,,,user
1189782023,2026-02-02T00:34:02.171000,2026-02-02T00:35:51.729000,sell,0.05,0.05,XAUUSDm,4816.959,4830.263,4829,,0,0,-66.52,,,sl
1188895454,2026-01-31T14:39:10.310000,2026-01-31T15:06:27.973000,buy,0.05,0.05,BTCUSDm,81025.34,81582.88,79000,,0,0,27.87,,,user
1188885513,2026-01-31T14:29:06.501000,2026-01-31T14:55:56.932000,buy,0.05,0.05,BTCUSDm,81407.38,81413.6,79000,,0,0,0.31,,,user
1188325723,2026-01-30T17:58:37.484000,2026-01-30T17:58:47.921000,sell,0.05,0.05,XAUUSDm,4837.425,4831.422,4843,,0,0,30.02,,,user
1188314414,2026-01-30T17:55:46.049000,2026-01-30T17:56:31.977000,buy,0.01,0.01,XAUUSDm,4814.138,4830.633,4795,,0,0,16.49,,,user
1187831956,2026-01-30T15:56:37.455000,2026-01-30T15:57:48.364000,sell,0.01,0.01,XAUUSDm,5049.266,5043.956,5060,,0,0,5.31,,,user
1187828753,2026-01-30T15:55:36.605000,2026-01-30T15:57:48.354000,sell,0.01,0.01,XAUUSDm,5047.392,5043.956,5060,,0,0,3.43,,,user
1187813406,2026-01-30T15:51:50.480000,2026-01-30T15:52:20.803000,sell,0.05,0.05,XAUUSDm,5067.222,5063.417,,,0,0,19.02,,,user
1187737049,2026-01-30T15:35:46.894000,2026-01-30T15:36:20.651000,buy,0.05,0.05,XAUUSDm,5063,5066.601,5030,5100,0,0,18.01,,,user
1187728717,2026-01-30T15:27:32.799000,2026-01-30T15:27:48.354000,sell,0.05,0.05,XAUUSDm,5050.119,5044.941,5053.8,,0,0,25.89,,,user
1187725686,2026-01-30T15:26:56.700000,2026-01-30T15:26:58.091000,sell,0.05,0.05,XAUUSDm,5041.733,5044.711,5043.8,,0,0,-14.89,,,sl
1187710288,2026-01-30T15:23:02.080000,2026-01-30T15:24:34.934000,sell,0.05,0.05,XAUUSDm,5051.159,5044.82,5063,,0,0,31.7,,,user
1187694992,2026-01-30T15:19:12.960000,2026-01-30T15:19:43.926000,sell,0.05,0.05,XAUUSDm,5050.349,5045.128,,,0,0,26.11,,,user
1187688706,2026-01-30T15:17:40.891000,2026-01-30T15:18:02.423000,sell,0.05,0.05,XAUUSDm,5049.814,5053.8,5053.8,,0,0,-19.93,,,sl
1187656586,2026-01-30T15:10:52.103000,2026-01-30T15:11:26.625000,buy,0.11,0.11,XAUUSDm,5011.908,5028.491,,,0,0,182.41,,,user
1187610398,2026-01-30T15:02:36.287000,2026-01-30T15:06:37.489000,buy,0.01,0.01,XAUUSDm,4993.198,4997.112,4970,,0,0,3.91,,,user
1187565686,2026-01-30T14:55:53.566000,2026-01-30T14:57:07.685000,sell,0.05,0.05,XAUUSDm,5047.294,5031.518,,,0,0,78.88,,,user
1187361779,2026-01-30T14:55:26.608000,2026-01-30T14:55:45.038000,sell,0.05,0.05,XAUUSDm,5036,5048.573,5048,5000,0,0,-62.87,,,sl
1187552011,2026-01-30T14:54:05.655000,2026-01-30T14:54:23.046000,sell,0.02,0.02,XAUUSDm,5064.111,5058.732,,,0,0,10.76,,,user
1187548767,2026-01-30T14:53:19.831000,2026-01-30T14:53:42.519000,sell,0.02,0.02,XAUUSDm,5071.683,5071.012,,,0,0,1.35,,,user
1187537227,2026-01-30T14:51:11.588000,2026-01-30T14:52:07.678000,sell,0.02,0.02,XAUUSDm,5093.012,5080.378,,,0,0,25.26,,,user
1187521836,2026-01-30T14:47:50.408000,2026-01-30T14:49:29.143000,buy,0.02,0.02,XAUUSDm,5086.195,5087.96,,,0,0,3.53,,,user
1187409564,2026-01-30T14:28:14.282000,2026-01-30T14:28:47.619000,sell,0.02,0.02,XAUUSDm,5076.326,5069.76,,,0,0,13.13,,,user
1187056316,2026-01-30T13:23:16.278000,2026-01-30T13:23:39.578000,sell,0.05,0.05,XAUUSDm,5044,5035.204,,,0,0,43.98,,,user
1186904142,2026-01-30T12:52:23.811000,2026-01-30T12:52:34.862000,sell,0.05,0.05,XAUUSDm,5084.951,5077.884,,,0,0,35.34,,,user
1186844668,2026-01-30T12:41:38.586000,2026-01-30T12:45:21.730000,sell,0.05,0.05,XAUUSDm,5111.166,5104.456,5123,5100,0,0,33.55,,,user
1186775511,2026-01-30T12:25:27.781000,2026-01-30T12:27:13.525000,sell,0.05,0.05,XAUUSDm,5126.189,5116.283,,,0,0,49.53,,,user
1186767364,2026-01-30T12:22:49.156000,2026-01-30T12:24:54.643000,sell,0.05,0.05,XAUUSDm,5132.763,5124.574,5143,,0,0,40.95,,,user
1186762832,2026-01-30T12:21:44.936000,2026-01-30T12:22:34.686000,sell,0.05,0.05,XAUUSDm,5123.61,5133.554,5133,,0,0,-49.72,,,sl
1186755783,2026-01-30T12:20:01.178000,2026-01-30T12:22:34.605000,sell,0.05,0.05,XAUUSDm,5119.232,5133.56,5133,,0,0,-71.64,,,sl
1186764419,2026-01-30T12:22:07.996000,2026-01-30T12:22:34.553000,sell,0.05,0.05,XAUUSDm,5126.94,5133,5133,,0,0,-30.3,,,sl
1186552085,2026-01-30T11:31:23.761000,2026-01-30T11:32:01.696000,sell,0.05,0.05,XAUUSDm,5125.348,5123.498,5133,5110,0,0,9.25,,,user
1186518449,2026-01-30T11:23:21.158000,2026-01-30T11:23:46.950000,sell,0.11,0.11,XAUUSDm,5127.847,5126.72,5133,,0,0,12.4,,,user
1186354118,2026-01-30T10:35:24.935000,2026-01-30T10:36:27.103000,sell,0.01,0.01,XAUUSDm,5072.982,5063.727,5082,,0,0,9.25,,,user
1186354328,2026-01-30T10:35:30.149000,2026-01-30T10:36:27.103000,sell,0.01,0.01,XAUUSDm,5071.211,5063.727,5082,,0,0,7.48,,,user
1186266811,2026-01-30T10:09:41.582000,2026-01-30T10:09:51.233000,buy,0.12,0.12,XAUUSDm,5015.538,5022.183,,,0,0,79.74,,,user
1186146672,2026-01-30T09:46:16.140000,2026-01-30T09:46:55.798000,buy,0.02,0.02,XAUUSDm,4966.124,4971.381,4945,,0,0,10.51,,,user
1186108793,2026-01-30T09:42:32.345000,2026-01-30T09:43:02.059000,sell,0.02,0.02,XAUUSDm,5010.771,5001.075,,,0,0,19.39,,,user
1186102675,2026-01-30T09:41:42.069000,2026-01-30T09:42:14.284000,buy,0.02,0.02,XAUUSDm,5026.347,5015,5015,,0,0,-22.69,,,sl
1186071523,2026-01-30T09:33:56.951000,2026-01-30T09:34:18.620000,sell,0.02,0.02,XAUUSDm,5062.039,5058.106,5078,,0,0,7.87,,,user
1186067604,2026-01-30T09:32:44.352000,2026-01-30T09:33:39.480000,sell,0.02,0.02,XAUUSDm,5064.637,5064.449,5078,,0,0,0.37,,,user
1185980696,2026-01-30T09:14:18.165000,2026-01-30T09:14:30.978000,sell,0.22,0.22,XAUUSDm,5021.302,5016.412,5028,,0,0,107.58,,,user
1185955547,2026-01-30T09:10:52.143000,2026-01-30T09:11:19.203000,buy,0.02,0.02,XAUUSDm,5065.023,5065.9980000000005,,,0,0,1.95,,,user
1185918139,2026-01-30T09:04:10.213000,2026-01-30T09:04:29.975000,sell,0.02,0.02,XAUUSDm,5125.949,5119.972,5145,,0,0,11.96,,,user
1185910124,2026-01-30T09:01:57.400000,2026-01-30T09:04:29.973000,sell,0.02,0.02,XAUUSDm,5120.626,5119.972,5145,,0,0,1.31,,,user
1185885490,2026-01-30T08:53:47.149000,2026-01-30T08:54:17.247000,sell,0.02,0.02,XAUUSDm,5125.241,5115.635,,,0,0,19.21,,,user
1185880957,2026-01-30T08:52:33.037000,2026-01-30T08:54:17.243000,sell,0.02,0.02,XAUUSDm,5120.048,5115.635,5135,,0,0,8.83,,,user
1185870274,2026-01-30T08:49:14.522000,2026-01-30T08:54:17.242000,sell,0.02,0.02,XAUUSDm,5118.345,5115.635,5135,,0,0,5.42,,,user
1185862105,2026-01-30T08:46:57.990000,2026-01-30T08:49:51.036000,sell,0.02,0.02,XAUUSDm,5102.455,5126.65,5126,,0,0,-48.39,,,sl
1185868060,2026-01-30T08:48:29.803000,2026-01-30T08:49:50.910000,sell,0.02,0.02,XAUUSDm,5111.352,5126,5126,,0,0,-29.3,,,sl
1185838240,2026-01-30T08:40:39.569000,2026-01-30T08:41:01.004000,sell,0.01,0.01,XAUUSDm,5100.176,5105.855,5105,,0,0,-5.68,,,sl
1185833176,2026-01-30T08:39:37.430000,2026-01-30T08:40:33.043000,sell,0.01,0.01,XAUUSDm,5095.682,5102,5102,,0,0,-6.32,,,sl
1185814170,2026-01-30T08:35:56.989000,2026-01-30T08:38:55.824000,buy,0.01,0.01,XAUUSDm,5072.136,5086.222,5060,,0,0,14.08,,,user
1185780574,2026-01-30T08:32:17.549000,2026-01-30T08:33:28.383000,buy,0.01,0.01,XAUUSDm,5129.918,5108.544,5110,,0,0,-21.38,,,sl
1185782934,2026-01-30T08:32:32.581000,2026-01-30T08:33:28.346000,buy,0.01,0.01,XAUUSDm,5125.697,5108.867,5110,,0,0,-16.83,,,sl
1185612147,2026-01-30T07:41:39.026000,2026-01-30T07:43:01.676000,sell,0.12,0.12,XAUUSDm,5147.152,5144.157,5159,,0,0,35.94,,,user
1185601883,2026-01-30T07:39:04.588000,2026-01-30T07:40:03.213000,sell,0.02,0.02,XAUUSDm,5142.252,5155,5155,,0,0,-25.5,,,sl
1185593638,2026-01-30T07:37:23.109000,2026-01-30T07:38:10.489000,buy,0.02,0.02,XAUUSDm,5130.709,5141.715,,,0,0,22.01,,,user
1185567015,2026-01-30T07:32:35.898000,2026-01-30T07:33:15.098000,sell,0.02,0.02,XAUUSDm,5170.436,5168.963,,,0,0,2.94,,,user
1185549875,2026-01-30T07:26:00.878000,2026-01-30T07:30:36.108000,sell,0.02,0.02,XAUUSDm,5175.626,5173.361,5193,,0,0,4.53,,,user
1185506936,2026-01-30T07:11:06.900000,2026-01-30T07:14:38.658000,sell,0.02,0.02,XAUUSDm,5176.696,5176.207,,,0,0,0.98,,,user
1185510474,2026-01-30T07:11:57.453000,2026-01-30T07:14:38.658000,sell,0.02,0.02,XAUUSDm,5180,5176.207,,,0,0,7.59,,,user
1185515644,2026-01-30T07:13:29.693000,2026-01-30T07:14:38.658000,sell,0.02,0.02,XAUUSDm,5184.081,5176.207,,,0,0,15.75,,,user
1185505180,2026-01-30T07:10:34.788000,2026-01-30T07:14:38.658000,sell,0.02,0.02,XAUUSDm,5172.522,5176.207,,,0,0,-7.37,,,user
1185471889,2026-01-30T07:02:05.979000,2026-01-30T07:02:54.708000,buy,0.02,0.02,XAUUSDm,5132.377,5135.665,5124,,0,0,6.58,,,user
1185450639,2026-01-30T06:57:44.727000,2026-01-30T07:00:24.692000,sell,0.02,0.02,XAUUSDm,5147.489,5136.827,5159,,0,0,21.33,,,user
1185433961,2026-01-30T06:53:35.265000,2026-01-30T06:54:52.858000,sell,0.02,0.02,XAUUSDm,5162.829,5155.876,5176,,0,0,13.91,,,user
1185435393,2026-01-30T06:54:07.738000,2026-01-30T06:54:52.858000,sell,0.02,0.02,XAUUSDm,5166.403,5155.876,5176,,0,0,21.06,,,user
1185400014,2026-01-30T06:44:39.107000,2026-01-30T06:47:04.667000,buy,0.06,0.06,XAUUSDm,5158.628,5159.638,5145,,0,0,6.06,,,user
1185353509,2026-01-30T06:32:13.313000,2026-01-30T06:33:04.953000,sell,0.06,0.06,XAUUSDm,5163.905,5159.87,5173,,0,0,24.21,,,user
1185341959,2026-01-30T06:29:57.821000,2026-01-30T06:30:06.686000,sell,0.12,0.12,XAUUSDm,5157.576,5158.288,,,0,0,-8.55,,,user
1185307926,2026-01-30T06:19:14.796000,2026-01-30T06:19:29.456000,buy,0.12,0.12,XAUUSDm,5172.586,5174.676,,,0,0,25.08,,,user
1185302935,2026-01-30T06:18:08.128000,2026-01-30T06:18:31.497000,sell,0.02,0.02,XAUUSDm,5163.885,5164.362,,,0,0,-0.95,,,user
1185298506,2026-01-30T06:17:08.917000,2026-01-30T06:17:59.938000,buy,0.02,0.02,XAUUSDm,5175.989,5167.088,5168,,0,0,-17.8,,,sl
1185245254,2026-01-30T06:01:58.037000,2026-01-30T06:02:30.787000,sell,0.05,0.05,XAUUSDm,5198.698,5197.353,5208,,0,0,6.72,,,user
1185138107,2026-01-30T05:27:02.555000,2026-01-30T05:27:35.273000,sell,0.01,0.01,XAUUSDm,5238.503,5234.093,5248,5200,0,0,4.41,,,user
1185123965,2026-01-30T05:21:04.038000,2026-01-30T05:23:14.451000,sell,0.01,0.01,XAUUSDm,5237.533,5237.034,5250,,0,0,0.5,,,user
1185018328,2026-01-30T04:34:04.667000,2026-01-30T04:34:50.405000,sell,0.02,0.02,XAUUSDm,5214.167,5209.0869999999995,5238,,0,0,10.16,,,user
1184917012,2026-01-30T03:54:18.961000,2026-01-30T03:54:30.091000,sell,0.05,0.05,XAUUSDm,5174.972,5176,5176,,0,0,-5.14,,,sl
1184900902,2026-01-30T03:48:27.781000,2026-01-30T03:49:24.160000,sell,0.02,0.02,XAUUSDm,5162.587,5160.633,,,0,0,3.9,,,user
1184891453,2026-01-30T03:45:39.230000,2026-01-30T03:47:12.045000,buy,0.02,0.02,XAUUSDm,5158.572,5164.292,5148,5185,0,0,11.44,,,user
1184574159,2026-01-30T02:19:03.308000,2026-01-30T02:19:18.024000,sell,0.01,0.01,XAUUSDm,5170.649,5155.319,,,0,0,15.33,,,user
1184570086,2026-01-30T02:18:23.373000,2026-01-30T02:18:49.087000,sell,0.01,0.01,XAUUSDm,5189.255,5186.262,,,0,0,3,,,user
1184550633,2026-01-30T02:15:23.706000,2026-01-30T02:16:07.133000,sell,0.01,0.01,XAUUSDm,5187.709,5205,5205,,0,0,-17.29,,,sl
1184458116,2026-01-30T01:59:31.708000,2026-01-30T02:00:31.806000,sell,0.05,0.05,XAUUSDm,5292.23,5281.949,,,0,0,51.4,,,user
1184315208,2026-01-30T01:18:31.880000,2026-01-30T01:18:46.464000,sell,0.05,0.05,XAUUSDm,5324.145,5322.97,,,0,0,5.88,,,user
1184272185,2026-01-30T01:11:04.839000,2026-01-30T01:11:18.532000,sell,0.05,0.05,XAUUSDm,5363.631,5355.33,,,0,0,41.51,,,user
1184250777,2026-01-30T01:06:49.303000,2026-01-30T01:07:19.273000,sell,0.05,0.05,XAUUSDm,5374.112,5373.744,,,0,0,1.84,,,user
1184248019,2026-01-30T01:06:17.449000,2026-01-30T01:06:38.921000,buy,0.05,0.05,XAUUSDm,5386.502,5379.502,5380,,0,0,-35,,,sl
1184132924,2026-01-30T00:21:09.662000,2026-01-30T00:21:50.445000,sell,0.05,0.05,XAUUSDm,5446.975,5440.799,5453,5425,0,0,30.88,,,user
1184101884,2026-01-30T00:00:06.015000,2026-01-30T00:00:18.647000,sell,0.11,0.11,XAUUSDm,5438.977,5437.78,,,0,0,13.17,,,user
1184061123,2026-01-29T23:28:51.259000,2026-01-29T23:29:12.298000,sell,0.11,0.11,XAUUSDm,5415.701,5411.7789999999995,5418.9,,0,0,43.14,,,user
1184045965,2026-01-29T23:19:29.624000,2026-01-29T23:22:03.288000,buy,0.01,0.01,XAUUSDm,5399.607,5407.344,5395,,0,0,7.73,,,user
1183645818,2026-01-29T18:12:49.581000,2026-01-29T18:14:30.281000,buy,0.01,0.01,XAUUSDm,5357.315,5357.464,,,0,0,0.14,,,user
1183646161,2026-01-29T18:12:59.598000,2026-01-29T18:14:07.234000,buy,0.11,0.11,XAUUSDm,5357.607,5357.945,,,0,0,3.72,,,user
1183644572,2026-01-29T18:12:17.329000,2026-01-29T18:12:34.072000,buy,0.01,0.01,XAUUSDm,5353.768,5354.155,,,0,0,0.39,,,user
1183632668,2026-01-29T18:07:24.099000,2026-01-29T18:10:53.599000,sell,0.01,0.01,XAUUSDm,5348.374,5342.635,,,0,0,5.73,,,user
1183636832,2026-01-29T18:08:54.302000,2026-01-29T18:10:53.599000,sell,0.01,0.01,XAUUSDm,5354.36,5342.635,,,0,0,11.72,,,user
1183627135,2026-01-29T18:05:24.763000,2026-01-29T18:07:15.419000,buy,0.01,0.01,XAUUSDm,5336.742,5347.968,5325,,0,0,11.23,,,user
1183621773,2026-01-29T18:03:19.780000,2026-01-29T18:04:58.455000,sell,0.01,0.01,XAUUSDm,5344.474,5337.979,,,0,0,6.49,,,user
1183614517,2026-01-29T18:00:40.205000,2026-01-29T18:01:25.330000,sell,0.01,0.01,XAUUSDm,5345.388,5342.704,,,0,0,2.69,,,user
1183563463,2026-01-29T17:43:38.402000,2026-01-29T17:45:29.582000,sell,0.01,0.01,XAUUSDm,5365.8,5360.422,,,0,0,5.38,,,user
1183565885,2026-01-29T17:44:32.259000,2026-01-29T17:45:29.582000,sell,0.01,0.01,XAUUSDm,5374.329,5360.422,,,0,0,13.91,,,user
1183561667,2026-01-29T17:42:54.883000,2026-01-29T17:45:29.581000,sell,0.01,0.01,XAUUSDm,5368.247,5360.422,,,0,0,7.83,,,user
1183551625,2026-01-29T17:38:14.433000,2026-01-29T17:41:37.137000,sell,0.01,0.01,XAUUSDm,5363.503,5364.832,,,0,0,-1.33,,,user
1183553748,2026-01-29T17:39:11.139000,2026-01-29T17:41:37.137000,sell,0.01,0.01,XAUUSDm,5367.063,5364.832,,,0,0,2.23,,,user
1183538132,2026-01-29T17:34:17.172000,2026-01-29T17:37:35.152000,buy,0.01,0.01,XAUUSDm,5346.945,5371.616,5335,,0,0,24.67,,,user
1183521388,2026-01-29T17:29:27.742000,2026-01-29T17:29:56.572000,sell,0.05,0.05,XAUUSDm,5366.546,5361.933,,,0,0,23.06,,,user
1183509386,2026-01-29T17:26:09.662000,2026-01-29T17:27:20.416000,buy,0.05,0.05,XAUUSDm,5361.207,5364.852,,,0,0,18.22,,,user
1183505017,2026-01-29T17:25:26.620000,2026-01-29T17:26:00.691000,sell,0.05,0.05,XAUUSDm,5340.016,5347.272,,,0,0,-36.28,,,user
1183493262,2026-01-29T17:22:13.609000,2026-01-29T17:24:11.807000,buy,0.05,0.05,XAUUSDm,5337.171,5338.8820000000005,5325,,0,0,8.55,,,user
1183490769,2026-01-29T17:21:33.551000,2026-01-29T17:22:01.610000,sell,0.05,0.05,XAUUSDm,5336.452,5335.76,,,0,0,3.46,,,user
1183469914,2026-01-29T17:15:52.725000,2026-01-29T17:16:25.829000,buy,0.11,0.11,XAUUSDm,5319.913,5323.169,,,0,0,35.82,,,user
1183463295,2026-01-29T17:14:52.851000,2026-01-29T17:15:28.954000,sell,0.01,0.01,XAUUSDm,5295.151,5318.783,,,0,0,-23.63,,,user
1183463849,2026-01-29T17:15:04.951000,2026-01-29T17:15:28.954000,sell,0.01,0.01,XAUUSDm,5297.932,5318.783,,,0,0,-20.85,,,user
1183448492,2026-01-29T17:10:03.842000,2026-01-29T17:11:13.639000,sell,0.05,0.05,XAUUSDm,5296.848,5292.36,5305,,0,0,22.44,,,user
1183444758,2026-01-29T17:08:46.041000,2026-01-29T17:09:47.758000,sell,0.05,0.05,XAUUSDm,5293.617,5292.477,,,0,0,5.7,,,user
1183431892,2026-01-29T17:04:55.411000,2026-01-29T17:05:55.291000,sell,0.05,0.05,XAUUSDm,5286.655,5293,5293,,0,0,-31.72,,,sl
1183430096,2026-01-29T17:04:17.875000,2026-01-29T17:04:37.059000,sell,0.05,0.05,XAUUSDm,5284.7,5285.863,5287,,0,0,-5.82,,,user
1183418651,2026-01-29T17:01:12.782000,2026-01-29T17:01:47.762000,buy,0.05,0.05,XAUUSDm,5292.06,5286.877,,,0,0,-25.91,,,user
1183393395,2026-01-29T16:54:45.787000,2026-01-29T17:00:41.537000,buy,0.05,0.05,XAUUSDm,5250.116,5274.667,5265,,0,0,122.76,,,user
1183385488,2026-01-29T16:53:19.265000,2026-01-29T16:54:04.712000,buy,0.05,0.05,XAUUSDm,5244.666,5228.64,5236,,0,0,-80.13,,,sl
1183377435,2026-01-29T16:51:39.866000,2026-01-29T16:52:52.004000,buy,0.05,0.05,XAUUSDm,5257.223,5238.585,,,0,0,-93.19,,,user
1183344571,2026-01-29T16:42:17.753000,2026-01-29T16:45:17.457000,sell,0.05,0.05,XAUUSDm,5276.202,5265.1449999999995,5284,,0,0,55.28,,,user
1183336708,2026-01-29T16:40:37.318000,2026-01-29T16:41:35.756000,sell,0.05,0.05,XAUUSDm,5263.81,5276,5276,,0,0,-60.95,,,sl
1183313508,2026-01-29T16:36:05.804000,2026-01-29T16:36:51.043000,sell,0.05,0.05,XAUUSDm,5259.886,5252.995,,,0,0,34.45,,,user
1183305200,2026-01-29T16:34:43.838000,2026-01-29T16:35:24.566000,buy,0.05,0.05,XAUUSDm,5283.521,5277.1810000000005,5278,,0,0,-31.7,,,sl
1183292205,2026-01-29T16:32:18.579000,2026-01-29T16:32:52.610000,sell,0.05,0.05,XAUUSDm,5306.475,5306.631,5309,,0,0,-0.78,,,user
1183272092,2026-01-29T16:28:08.753000,2026-01-29T16:30:18.621000,sell,0.05,0.05,XAUUSDm,5293.48,5298,5298,,0,0,-22.6,,,sl
1183264757,2026-01-29T16:26:48.364000,2026-01-29T16:27:42.256000,buy,0.05,0.05,XAUUSDm,5289.292,5281,5281,,0,0,-41.46,,,sl
1183261084,2026-01-29T16:26:13.985000,2026-01-29T16:26:38.371000,sell,0.05,0.05,XAUUSDm,5277.791,5283.117,,,0,0,-26.63,,,user
1183256971,2026-01-29T16:25:18.390000,2026-01-29T16:26:08.508000,sell,0.05,0.05,XAUUSDm,5269.884,5279,5279,,0,0,-45.58,,,sl
1183220554,2026-01-29T16:17:22.882000,2026-01-29T16:18:28.308000,buy,0.02,0.02,XAUUSDm,5250.815,5257.165,5240,,0,0,12.7,,,user
1183207853,2026-01-29T16:15:07.639000,2026-01-29T16:16:16.844000,sell,0.02,0.02,XAUUSDm,5274.061,5263.14,5282,,0,0,21.84,,,user
1183195039,2026-01-29T16:13:17.348000,2026-01-29T16:13:54.748000,sell,0.02,0.02,XAUUSDm,5255.17,5268.451,5268,,0,0,-26.56,,,sl
1183180422,2026-01-29T16:09:49.630000,2026-01-29T16:10:17.266000,sell,0.02,0.02,XAUUSDm,5249.396,5239.766,5270,,0,0,19.26,,,user
1183153103,2026-01-29T16:05:21.931000,2026-01-29T16:05:48.061000,buy,0.02,0.02,XAUUSDm,5239.348,5250.148,,,0,0,21.6,,,user
1183036505,2026-01-29T15:44:19.679000,2026-01-29T15:45:49.559000,buy,0.02,0.02,XAUUSDm,5137.393,5160.845,5100,,0,0,46.9,,,user
1183013228,2026-01-29T15:40:05.367000,2026-01-29T15:40:22.969000,sell,0.02,0.02,XAUUSDm,5193.183,5178.91,,,0,0,28.55,,,user
1182916446,2026-01-29T15:27:53.706000,2026-01-29T15:28:06.180000,sell,0.02,0.02,XAUUSDm,5157.373,5124.479,,,0,0,65.79,,,user
1182854895,2026-01-29T15:21:01.868000,2026-01-29T15:24:05.450000,sell,0.02,0.02,XAUUSDm,5348.564,5327.241,,,0,0,42.65,,,user
1182798583,2026-01-29T15:16:23.790000,2026-01-29T15:16:34.500000,sell,0.02,0.02,XAUUSDm,5329.768,5323.465,,,0,0,12.61,,,user
1182786932,2026-01-29T15:15:31.326000,2026-01-29T15:15:47.079000,sell,0.02,0.02,XAUUSDm,5351.653,5363.473,5363.473,,0,0,-23.64,,,sl
1182772752,2026-01-29T15:14:40.266000,2026-01-29T15:14:52.437000,sell,0.02,0.02,XAUUSDm,5383.678,5375.816,,,0,0,15.73,,,user
1182748909,2026-01-29T15:12:15.630000,2026-01-29T15:13:07.426000,buy,0.02,0.02,XAUUSDm,5407.147,5418.2300000000005,5395.327,,0,0,22.17,,,user
1182731250,2026-01-29T15:10:41.225000,2026-01-29T15:12:01.510000,buy,0.02,0.02,XAUUSDm,5413.695,5401.875,5401.875,,0,0,-23.64,,,sl
1182722749,2026-01-29T15:09:54.395000,2026-01-29T15:10:06.691000,buy,0.02,0.02,XAUUSDm,5416.186,5403.068,5404.366,,0,0,-26.23,,,sl
1182667859,2026-01-29T15:05:05.588000,2026-01-29T15:05:53.070000,buy,0.02,0.02,XAUUSDm,5457.861,5462.723,,,0,0,9.73,,,user
1182652475,2026-01-29T15:03:37.299000,2026-01-29T15:04:03.190000,buy,0.02,0.02,XAUUSDm,5455.471,5441.884,5443.651,,0,0,-27.17,,,sl
1182644930,2026-01-29T15:02:42.299000,2026-01-29T15:03:31.567000,buy,0.02,0.02,XAUUSDm,5460.515,5447.997,5448.695,,0,0,-25.04,,,sl
1182633489,2026-01-29T15:01:53.330000,2026-01-29T15:02:06.978000,sell,0.02,0.02,XAUUSDm,5461.731,5464.208,,,0,0,-4.96,,,user
1182622267,2026-01-29T15:00:43.583000,2026-01-29T15:01:44.478000,buy,0.02,0.02,XAUUSDm,5486.091,5473.144,5474.271,,0,0,-25.89,,,sl
1182595806,2026-01-29T14:57:07.670000,2026-01-29T14:58:37.746000,buy,0.02,0.02,XAUUSDm,5497.211,5515.006,5485.391,,0,0,35.59,,,user
1182586112,2026-01-29T14:55:08.122000,2026-01-29T14:58:37.745000,buy,0.02,0.02,XAUUSDm,5504.581,5514.9710000000005,5492.761,,0,0,20.78,,,user
1182446908,2026-01-29T14:36:45.637000,2026-01-29T14:37:48.997000,buy,0.02,0.02,XAUUSDm,5506.818,5521.4980000000005,5495,,0,0,29.36,,,user
1182431413,2026-01-29T14:35:19.242000,2026-01-29T14:36:35.421000,buy,0.02,0.02,XAUUSDm,5513.66,5505.554,5506,,0,0,-16.21,,,sl
1182024227,2026-01-29T14:27:42.951000,2026-01-29T14:27:45.873000,buy,0.3,0.3,XAUUSDm,5546.458,5548.692,,,0,0,67.02,,,user
1182335348,2026-01-29T14:22:57.707000,2026-01-29T14:24:19.963000,buy,0.05,0.05,XAUUSDm,5518.682,5523.18,,,0,0,22.49,,,user
1182320683,2026-01-29T14:20:13.136000,2026-01-29T14:22:26.937000,buy,0.05,0.05,XAUUSDm,5524.683,5518.213,5518.213,,0,0,-32.35,,,sl
1182294608,2026-01-29T14:15:27.533000,2026-01-29T14:16:00.436000,sell,0.05,0.05,XAUUSDm,5530.888,5523.309,,,0,0,37.89,,,user
1182263700,2026-01-29T14:09:44.309000,2026-01-29T14:13:38.937000,sell,0.05,0.05,XAUUSDm,5536.529,5534.947,5543,,0,0,7.91,,,user
1182258728,2026-01-29T14:08:59.152000,2026-01-29T14:09:16.584000,sell,0.05,0.05,XAUUSDm,5534.15,5537.506,5537.506,,0,0,-16.78,,,sl
